carat,cut,color,clarity,depth,table,price,x,y,z
0.91,Ideal,G,SI2,61.0,57,4360,6.25,6.28,3.82
1.02,Premium,H,SI1,62.9,59,4884,6.41,6.38,4.02
0.7,Ideal,D,SI1,61.7,57,3199,5.76,5.73,3.54
0.32,Ideal,D,SI1,61.3,55,558,4.41,4.46,2.72
1.03,Ideal,G,SI2,62.9,57,4290,6.37,6.47,4.04
1.06,Premium,I,SI1,61.9,57,4452,6.61,6.51,4.06
0.31,Ideal,D,SI1,61.9,57,571,4.33,4.36,2.69
0.8,Ideal,E,SI2,61.0,55,2978,6.0,6.03,3.67
0.81,Ideal,E,SI1,61.9,55,3913,5.98,6.01,3.71
0.81,Very Good,G,SI1,62.5,60,2806,5.89,5.94,3.69
1.0,Very Good,E,SI1,61.7,57,5239,6.34,6.47,3.95
0.71,Ideal,G,VVS1,61.4,59,3332,5.7,5.76,3.52
0.94,Premium,E,SI1,62.0,58,4661,6.24,6.27,3.88
0.3,Good,D,SI2,60.8,65,414,4.26,4.29,2.6
1.15,Ideal,H,SI1,63.0,57,4911,6.71,6.66,4.21
1.0,Very Good,H,SI1,63.6,54,4467,6.33,6.37,4.04
0.9,Very Good,I,VS2,63.0,60,3709,6.15,6.17,3.88
1.11,Ideal,H,SI2,62.7,57,4578,6.59,6.66,4.14
0.7,Ideal,H,VVS1,62.3,55,2827,5.66,5.7,3.54
0.32,Ideal,H,VS1,61.0,56,580,4.43,4.45,2.71
1.27,Premium,I,SI2,62.0,60,4836,6.91,6.86,4.27
1.13,Premium,I,VS2,60.2,61,4430,6.74,6.71,4.05
1.21,Very Good,J,SI1,61.6,59,4990,6.8,6.83,4.2
0.9,Very Good,G,SI2,63.1,58,2857,6.08,6.02,3.82
0.25,Very Good,D,VVS2,61.3,59,575,4.07,4.12,2.51
0.81,Ideal,E,SI2,62.1,55,3101,5.94,5.98,3.7
0.75,Very Good,E,VS2,62.8,55,3206,5.77,5.79,3.63
1.0,Premium,F,SI1,59.8,59,5058,6.49,6.55,3.9
1.21,Very Good,E,I1,63.3,63,3795,6.72,6.67,4.24
1.07,Ideal,H,SI1,61.0,56,5281,6.6,6.68,4.05
0.71,Good,G,IF,57.8,62,3583,5.82,5.95,3.4
0.75,Very Good,D,SI1,63.2,56,2760,5.8,5.75,3.65
1.69,Very Good,J,I1,60.2,61,5182,7.7,7.79,4.66
0.7,Very Good,E,SI1,63.5,59,2838,5.53,5.49,3.5
0.9,Very Good,F,VS1,62.4,59,4961,6.1,6.15,3.82
0.91,Very Good,G,SI1,63.0,57,3830,6.14,6.2,3.89
1.21,Premium,F,SI2,62.4,60,4310,6.77,6.73,4.21
0.61,Ideal,E,VVS2,62.1,54,2907,5.43,5.45,3.38
1.13,Very Good,H,SI2,62.7,55,4661,6.61,6.69,4.17
0.81,Ideal,F,SI1,61.8,55,3004,6.04,6.0,3.72
1.03,Very Good,G,I1,63.2,58,2988,6.44,6.34,4.04
1.02,Premium,E,SI2,58.7,59,4478,6.61,6.57,3.87
1.09,Ideal,E,SI2,61.6,55,5035,6.6,6.64,4.08
1.3,Very Good,J,VS2,63.3,57,4106,6.98,6.96,4.41
0.7,Ideal,F,SI1,61.9,55,3119,5.7,5.74,3.54
0.71,Premium,D,VVS1,59.7,59,4482,5.81,5.88,3.49
0.79,Premium,G,VS2,59.3,62,2839,6.09,6.01,3.59
1.35,Premium,J,VS2,61.2,61,4974,7.13,7.08,4.35
1.05,Premium,E,SI2,60.9,61,3951,6.61,6.55,4.01
1.01,Very Good,I,SI2,63.1,54,3818,6.39,6.35,4.02
0.32,Ideal,I,VVS2,62.0,55,567,4.36,4.39,2.71
0.61,Ideal,E,VVS2,62.0,54,3011,5.43,5.47,3.38
0.31,Ideal,G,SI1,62.8,55,593,4.38,4.32,2.73
1.21,Ideal,I,SI1,62.4,55,5218,6.81,6.78,4.24
0.75,Premium,F,VS2,61.6,58,3013,5.84,5.89,3.61
0.71,Ideal,G,VVS2,62.5,57,3042,5.73,5.7,3.57
0.9,Very Good,E,VS2,61.1,63,4062,6.2,6.17,3.78
1.28,Ideal,G,I1,61.6,57,4509,6.96,6.93,4.28
1.01,Good,H,SI2,64.1,56,3111,6.37,6.3,4.06
1.01,Premium,E,SI1,59.6,59,4853,6.53,6.46,3.87
0.31,Ideal,G,VS1,60.6,58,587,4.39,4.42,2.67
1.24,Premium,J,SI2,62.2,58,4666,6.94,6.82,4.28
0.7,Ideal,E,VVS2,61.6,56,4205,5.72,5.75,3.53
0.92,Ideal,I,VS1,62.3,55,4587,6.24,6.28,3.9
0.54,Ideal,D,VVS2,61.5,55,2848,5.25,5.29,3.24
0.7,Ideal,G,VS1,61.4,55,3206,5.71,5.76,3.53
0.8,Ideal,F,VVS2,61.6,57,4140,5.97,5.94,3.67
1.03,Ideal,D,SI1,62.3,56,5249,6.51,6.45,4.04
0.74,Ideal,D,SI1,61.8,56,3517,5.84,5.88,3.62
1.03,Premium,H,SI1,59.5,58,5134,6.64,6.58,3.93
0.83,Good,I,VS2,64.6,54,2774,5.85,5.88,3.79
1.02,Fair,H,SI1,64.6,55,3972,6.33,6.28,4.07
1.0,Premium,G,SI2,60.7,59,3427,6.45,6.41,3.9
1.03,Ideal,D,SI2,61.2,57,4679,6.51,6.59,4.01
0.81,Very Good,D,SI1,63.1,57,3462,5.91,5.94,3.74
1.0,Good,E,SI2,64.0,54,4026,6.31,6.26,4.01
0.7,Ideal,G,SI1,61.6,55,3145,5.71,5.76,3.53
1.24,Premium,E,SI2,60.8,57,4278,6.98,6.94,4.23
1.05,Very Good,G,SI1,59.7,58,5019,6.6,6.66,3.96
0.8,Very Good,H,SI1,62.5,56,2919,5.92,5.96,3.71
0.9,Very Good,F,SI1,62.6,60,3950,6.1,6.14,3.83
1.2,Good,G,SI2,63.6,54,5141,6.75,6.71,4.28
0.79,Ideal,D,SI1,61.2,56,3185,6.02,5.95,3.66
0.79,Premium,G,VS2,62.3,58,2959,5.92,5.89,3.68
0.7,Ideal,F,VS2,62.7,55,3011,5.66,5.69,3.56
0.87,Ideal,E,SI2,60.4,58,3566,6.19,6.23,3.75
1.16,Ideal,I,SI1,61.7,56,4668,6.76,6.7,4.15
1.09,Very Good,H,SI1,63.2,57,4871,6.57,6.54,4.14
0.31,Premium,D,SI1,61.4,58,571,4.33,4.36,2.67
0.31,Ideal,G,VS1,61.9,55,583,4.36,4.37,2.7
1.2,Premium,I,SI2,60.0,58,5080,6.93,6.91,4.15
1.01,Premium,F,SI2,62.4,58,4497,6.41,6.37,3.99
1.01,Ideal,G,SI2,61.5,57,3739,6.42,6.46,3.96
0.31,Ideal,I,VVS1,61.4,54,571,4.38,4.41,2.7
0.71,Very Good,F,VS2,59.6,56,2994,5.84,5.88,3.49
0.61,Ideal,E,VS1,61.3,54,3004,5.53,5.5,3.38
0.93,Very Good,E,SI2,60.5,57,4325,6.32,6.37,3.84
0.71,Ideal,F,VS1,61.4,56,3710,5.75,5.78,3.54
1.01,Premium,G,SI1,61.3,59,5006,6.48,6.44,3.96
1.21,Very Good,J,VS1,60.9,60,5267,6.87,6.9,4.19
1.23,Ideal,H,I1,61.8,56,4098,6.91,6.85,4.25
0.91,Good,I,SI2,57.9,60,3061,6.46,6.39,3.72
0.7,Good,E,VS1,63.6,58,2964,5.61,5.56,3.55
0.9,Very Good,I,VS1,62.6,59,4126,6.11,6.15,3.84
1.0,Good,F,SI1,63.8,57,4844,6.21,6.29,3.99
1.24,Premium,H,SI2,60.4,59,5277,6.99,6.92,4.2
0.33,Ideal,I,SI1,62.7,56,572,4.44,4.4,2.77
1.11,Good,D,SI2,58.0,62,5015,6.77,6.81,3.94
0.95,Very Good,E,SI2,58.7,63,3527,6.43,6.37,3.76
1.0,Premium,G,SI2,62.9,60,4227,6.35,6.3,3.98
1.0,Premium,F,SI2,61.5,58,4255,6.38,6.41,3.93
0.9,Ideal,H,VS2,61.9,58,4403,6.2,6.24,3.85
1.06,Good,F,SI1,57.0,64,4488,6.8,6.71,3.85
1.13,Ideal,H,SI1,62.0,57,4959,6.66,6.73,4.15
0.95,Very Good,D,SI2,60.1,61,4418,6.35,6.37,3.82
0.94,Very Good,F,SI2,62.3,59,3150,6.23,6.32,3.91
0.72,Premium,E,VS2,61.1,59,2903,5.8,5.75,3.53
1.01,Very Good,H,SI1,63.3,56,4669,6.35,6.39,4.03
1.18,Premium,E,I1,62.5,58,3965,6.75,6.62,4.18
0.25,Very Good,F,VVS2,60.4,59,575,4.09,4.12,2.48
0.9,Ideal,F,SI1,62.5,57,4523,6.13,6.15,3.84
0.3,Ideal,H,VVS2,62.5,54,567,4.3,4.3,2.7
0.61,Ideal,G,IF,62.3,56,2800,5.43,5.45,3.39
1.05,Premium,F,SI2,60.4,57,4354,6.61,6.54,3.97
0.56,Very Good,D,IF,62.5,59,4025,5.26,5.3,3.3
0.91,Good,H,VS2,59.9,61,4309,6.18,6.24,3.72
1.16,Very Good,H,SI2,61.8,58,4785,6.75,6.81,4.19
0.8,Very Good,F,VS1,62.3,57,3720,5.92,5.95,3.7
1.0,Very Good,F,SI2,62.7,58,3789,6.3,6.36,3.97
1.24,Premium,G,SI2,60.0,60,3896,6.94,6.88,4.15
0.7,Ideal,I,VS2,61.9,57,3298,5.68,5.73,3.53
1.1,Premium,F,SI2,62.1,56,3918,6.68,6.56,4.12
1.02,Premium,H,SI2,60.9,59,4284,6.51,6.46,3.95
1.01,Good,E,I1,61.5,65,3484,6.28,6.21,3.84
1.04,Ideal,E,SI2,61.6,55,5163,6.51,6.54,4.02
1.01,Very Good,G,SI1,62.4,58,4653,6.39,6.44,4.0
1.1,Ideal,F,I1,61.3,57,3690,6.68,6.62,4.08
1.05,Good,H,SI2,63.9,56,3822,6.44,6.37,4.09
1.2,Premium,J,SI1,60.7,60,4514,6.88,6.92,4.19
1.14,Very Good,G,SI2,59.5,59,4935,6.79,6.85,4.06
1.0,Good,D,SI2,64.3,53,3894,6.29,6.34,4.06
0.9,Very Good,G,VVS1,62.3,58,4601,6.14,6.21,3.85
1.21,Premium,H,SI2,62.9,58,4913,6.74,6.69,4.23
1.02,Ideal,E,SI1,61.1,56,4675,6.51,6.45,3.96
0.9,Fair,F,SI2,65.7,63,3062,6.01,5.96,3.93
1.14,Premium,H,SI1,60.7,58,5003,6.76,6.82,4.12
0.35,Good,J,SI1,63.3,56,409,4.5,4.53,2.86
0.9,Very Good,G,SI2,62.0,59,3445,6.14,6.19,3.82
1.01,Very Good,I,SI1,60.3,57,3888,6.51,6.53,3.93
1.17,Ideal,J,SI1,62.3,55,4883,6.74,6.77,4.21
1.01,Good,I,SI1,64.1,59,3676,6.24,6.21,3.99
1.12,Ideal,F,SI2,61.8,56,5277,6.65,6.68,4.12
0.82,Very Good,E,SI1,62.0,60,3373,5.96,6.0,3.71
0.95,Fair,J,SI1,58.0,66,3154,6.5,6.46,3.76
1.17,Ideal,I,SI1,60.0,59,5092,6.82,6.87,4.11
1.06,Premium,I,SI2,58.4,62,3579,6.7,6.65,3.9
0.71,Very Good,F,VVS1,61.8,58,3692,5.63,5.73,3.51
1.02,Very Good,G,SI1,63.0,55,4633,6.4,6.45,4.05
1.01,Very Good,F,SI2,63.3,57,4299,6.39,6.37,4.04
0.73,Ideal,G,VVS2,61.3,57,2869,5.84,5.81,3.57
0.73,Fair,E,VVS2,57.4,59,3813,5.99,5.95,3.43
0.9,Very Good,G,VS2,63.5,62,4081,6.07,6.11,3.87
0.71,Ideal,E,VVS2,61.2,57,4030,5.73,5.8,3.53
0.9,Ideal,I,VVS2,61.9,55,4011,6.21,6.23,3.85
0.79,Very Good,E,VVS1,63.1,60,3796,5.88,5.84,3.7
0.9,Ideal,J,VS1,62.6,54,3656,6.15,6.18,3.86
0.52,Premium,E,VVS2,60.1,58,2970,5.23,5.18,3.13
1.11,Very Good,I,SI2,63.7,58,3882,6.57,6.53,4.17
0.7,Very Good,D,VS1,61.6,58,3477,5.67,5.73,3.51
0.7,Premium,G,VS1,63.0,60,2838,5.64,5.57,3.53
1.02,Good,H,SI2,63.1,59,4207,6.37,6.43,4.04
0.7,Very Good,E,VS1,62.0,60,3109,5.61,5.64,3.49
0.31,Premium,G,SI1,62.1,58,593,4.36,4.33,2.7
0.77,Very Good,D,SI1,60.3,58,3166,5.89,5.96,3.57
0.9,Very Good,F,SI2,61.6,56,3601,6.22,6.29,3.85
1.2,Premium,I,VS2,61.3,60,4131,6.79,6.75,4.15
0.7,Ideal,D,VS1,61.9,57,3093,5.69,5.72,3.53
0.7,Very Good,D,VVS2,61.1,57,3622,5.7,5.75,3.5
0.72,Premium,F,SI1,61.8,61,2777,5.82,5.71,3.56
0.73,Premium,D,SI1,61.7,55,2821,5.84,5.82,3.6
1.0,Good,I,SI1,64.3,57,3360,6.29,6.25,4.03
0.33,Ideal,I,SI1,61.5,57,572,4.49,4.46,2.75
0.81,Premium,D,SI1,62.4,59,3266,5.96,5.89,3.7
0.9,Very Good,J,VS1,62.4,57,3643,6.13,6.18,3.84
0.81,Ideal,I,VS2,61.4,55,3355,6.03,6.06,3.71
0.72,Very Good,D,VS1,59.4,56,3619,5.85,5.9,3.49
1.15,Premium,F,SI2,62.2,59,4437,6.7,6.62,4.14
1.15,Premium,G,SI2,62.2,60,4985,6.69,6.66,4.15
0.36,Very Good,I,VVS2,59.7,55,571,4.65,4.69,2.79
0.72,Good,E,VS2,60.8,62,3140,5.73,5.78,3.5
0.92,Good,D,SI2,59.0,58,3936,6.31,6.36,3.74
1.2,Good,I,SI1,63.1,58,4752,6.66,6.72,4.22
1.0,Good,F,SI2,59.4,64,3259,6.52,6.48,3.86
0.92,Ideal,E,SI2,62.2,56,3941,6.24,6.2,3.87
1.0,Good,G,SI1,57.2,59,4758,6.66,6.62,3.8
1.0,Ideal,H,SI2,61.5,56,4459,6.41,6.48,3.96
0.83,Premium,H,SI1,62.5,59,2825,6.02,5.95,3.74
0.7,Very Good,F,VS1,62.2,58,2889,5.64,5.75,3.54
1.01,Good,E,SI1,57.9,57,5233,6.6,6.67,3.84
1.02,Very Good,H,SI1,63.5,56,4703,6.36,6.43,4.06
0.72,Very Good,D,VS1,62.7,58,2951,5.65,5.68,3.55
0.7,Very Good,F,VS2,61.7,63,2762,5.64,5.61,3.47
0.9,Very Good,F,SI2,63.4,59,3605,6.07,6.11,3.86
1.16,Premium,H,SI2,60.2,59,4872,6.84,6.78,4.1
1.03,Ideal,J,SI1,61.7,56,4395,6.49,6.53,4.02
0.74,Good,E,VS2,63.9,54,3163,5.77,5.81,3.7
1.01,Premium,I,VVS1,62.0,59,4989,6.39,6.32,3.94
1.07,Ideal,J,VS2,61.6,56,4602,6.55,6.59,4.04
0.79,Ideal,G,SI1,62.3,57,2898,5.9,5.85,3.66
0.9,Very Good,G,SI2,61.2,57,3391,6.19,6.23,3.8
0.9,Good,H,SI1,57.1,56,3726,6.33,6.28,3.6
1.22,Ideal,J,SI2,61.2,57,4676,6.86,6.9,4.21
1.01,Premium,F,SI1,62.6,58,5202,6.37,6.32,3.97
0.34,Premium,F,SI1,59.3,60,566,4.52,4.58,2.7
0.8,Very Good,D,VS2,60.6,63,3419,5.94,5.9,3.59
0.92,Very Good,D,SI1,62.9,56,4676,6.18,6.22,3.9
0.9,Very Good,G,SI2,64.2,56,3123,6.04,6.11,3.9
1.13,Ideal,F,SI2,61.8,57,5232,6.71,6.68,4.14
0.9,Good,F,VS1,63.5,57,4580,6.06,6.09,3.86
1.02,Ideal,E,SI2,63.0,57,4478,6.44,6.39,4.04
0.52,Ideal,F,IF,62.2,55,2783,5.14,5.18,3.21
1.13,Premium,J,SI1,61.3,59,4214,6.77,6.67,4.12
0.94,Very Good,F,SI2,62.4,58,3518,6.17,6.23,3.87
1.13,Very Good,F,SI1,61.2,59,5017,6.72,6.75,4.12
1.0,Fair,E,SI1,57.6,57,5027,6.56,6.52,3.77
1.03,Premium,I,VS1,60.1,59,4199,6.53,6.46,3.9
0.76,Good,G,IF,64.6,61,3304,5.72,5.8,3.72
0.9,Premium,G,VS2,59.6,61,4022,6.25,6.2,3.71
0.8,Ideal,F,VS2,62.0,55,3653,5.93,6.0,3.7
0.97,Ideal,F,SI2,62.4,55,3569,6.38,6.34,3.97
1.5,Fair,J,I1,68.8,57,4284,6.94,6.87,4.75
1.27,Good,F,I1,59.2,64,4324,7.06,6.99,4.16
0.74,Ideal,D,VS1,61.3,57,3812,5.8,5.84,3.57
0.73,Ideal,F,SI1,61.7,55,3249,5.79,5.82,3.58
1.0,Premium,F,SI2,61.5,59,4144,6.47,6.44,3.97
1.02,Premium,I,SI2,61.2,59,3856,6.51,6.46,3.97
1.13,Ideal,F,I1,62.2,55,3607,6.68,6.63,4.14
0.8,Ideal,F,SI1,60.1,60,3293,5.98,6.03,3.61
1.51,Fair,H,I1,65.6,61,3765,7.16,7.0,4.66
0.32,Good,E,SI1,62.5,61,564,4.32,4.35,2.71
0.33,Premium,I,VVS2,62.2,59,579,4.41,4.47,2.76
1.02,Ideal,G,SI2,61.4,56,4255,6.52,6.47,3.99
0.9,Ideal,D,SI2,62.7,57,3990,6.1,6.15,3.84
1.24,Premium,E,SI2,60.5,62,4666,6.97,6.89,4.19
0.77,Ideal,D,VVS2,62.3,57,5207,5.83,5.85,3.64
0.9,Good,E,SI1,60.4,58,4147,6.12,6.24,3.73
0.72,Ideal,D,SI1,60.5,56,3550,5.79,5.84,3.52
0.31,Premium,D,SI2,62.1,59,593,4.35,4.31,2.69
0.32,Good,D,SI1,63.3,57,589,4.36,4.39,2.77
1.13,Very Good,H,SI2,62.5,62,4537,6.59,6.66,4.14
1.01,Premium,H,SI1,59.5,59,4771,6.56,6.52,3.89
1.08,Very Good,F,SI1,58.2,63,5256,6.69,6.78,3.92
0.31,Ideal,H,SI1,61.9,56,595,4.38,4.35,2.7
1.0,Good,F,SI1,63.6,58,4939,6.31,6.27,4.0
1.0,Premium,G,SI2,61.4,61,3713,6.35,6.32,3.89
0.93,Premium,I,VS2,62.7,61,4073,6.24,6.14,3.88
0.73,Ideal,E,VS2,61.4,55,2902,5.82,5.8,3.57
1.01,Ideal,G,SI1,61.8,57,4588,6.41,6.46,3.98
0.95,Premium,I,VS2,62.9,57,3818,6.24,6.19,3.91
0.9,Very Good,H,VS1,62.2,57,4324,6.1,6.15,3.81
0.72,Very Good,F,VS1,63.2,57,3083,5.69,5.73,3.61
0.72,Ideal,D,SI1,62.2,56,2804,5.74,5.77,3.58
1.23,Ideal,I,SI2,62.1,56,5175,6.84,6.88,4.26
1.01,Very Good,F,SI1,62.4,60,5078,6.35,6.4,3.98
1.03,Premium,H,SI1,61.1,59,4603,6.56,6.5,3.99
1.01,Ideal,J,SI1,60.2,59,4194,6.48,6.51,3.91
1.2,Good,D,I1,63.6,60,4346,6.72,6.67,4.26
1.03,Premium,I,SI1,61.0,58,4038,6.52,6.47,3.96
0.28,Very Good,D,VVS1,60.3,62,596,4.22,4.24,2.55
0.81,Premium,G,SI1,63.0,60,2832,5.87,5.81,3.68
0.91,Very Good,F,SI1,63.1,60,3007,6.13,6.1,3.86
0.81,Premium,D,SI1,60.7,58,3135,6.07,5.99,3.66
1.03,Very Good,H,SI2,62.8,59,4283,6.4,6.43,4.03
1.06,Ideal,H,SI1,63.0,55,5278,6.49,6.44,4.08
0.62,Ideal,F,VVS1,61.9,56,3499,5.46,5.48,3.38
0.39,Very Good,H,SI2,62.4,59,562,4.58,4.65,2.88
1.0,Premium,G,VS2,62.1,58,5242,6.43,6.39,3.98
0.74,Ideal,F,VVS1,60.9,57,4013,5.83,5.86,3.56
0.72,Ideal,E,SI1,60.5,55,3409,5.8,5.86,3.53
0.37,Good,H,VS2,63.1,55,584,4.59,4.63,2.91
1.08,Ideal,H,SI1,62.2,57,4333,6.56,6.6,4.09
1.09,Good,F,SI1,61.0,64,4230,6.63,6.58,4.03
0.41,Good,G,SI2,63.7,55,570,4.7,4.75,3.01
1.01,Premium,I,VS2,62.5,58,4676,6.44,6.39,4.01
0.83,Very Good,I,VS2,61.6,58,2865,6.05,6.07,3.73
0.32,Premium,G,VS2,62.1,60,561,4.34,4.39,2.71
1.12,Ideal,J,VS2,60.1,57,4422,6.82,6.75,4.08
0.26,Very Good,D,VVS1,62.1,60,554,4.03,4.12,2.53
0.91,Ideal,H,SI1,61.9,56,4386,6.17,6.21,3.83
1.2,Premium,J,VS2,62.6,57,5053,6.8,6.72,4.23
0.9,Premium,G,SI2,61.1,58,3246,6.22,6.18,3.79
0.8,Premium,H,VS2,61.2,53,2867,6.05,5.98,3.68
0.76,Ideal,E,VS1,60.5,56,3649,5.94,5.99,3.61
0.7,Ideal,D,SI1,61.6,57,3471,5.69,5.74,3.52
0.92,Premium,D,SI2,62.4,58,4168,6.18,6.19,3.86
0.8,Very Good,F,SI1,61.6,56,3267,5.96,6.0,3.68
1.03,Ideal,H,VS1,61.5,57,4874,6.49,6.45,3.98
1.34,Very Good,E,SI2,62.1,63,5065,7.06,7.01,4.37
0.9,Premium,G,VS2,61.1,58,4152,6.22,6.25,3.81
0.25,Very Good,E,VS2,63.3,60,404,4.0,4.03,2.54
0.9,Good,E,SI1,57.9,60,4190,6.3,6.34,3.66
0.9,Premium,G,VS2,62.0,60,4137,6.19,6.14,3.82
0.9,Very Good,F,VS2,64.2,59,4268,6.07,6.11,3.91
1.2,Very Good,H,SI1,63.3,56,4637,6.75,6.72,4.26
0.8,Ideal,H,IF,61.1,56,3774,6.02,5.96,3.66
1.11,Ideal,H,SI2,60.9,56,4600,6.71,6.73,4.09
0.9,Very Good,I,VS2,62.1,61,3535,6.08,6.12,3.79
0.74,Ideal,F,VS2,60.8,57,3246,5.85,5.87,3.56
1.01,Ideal,I,SI1,60.6,57,3999,6.51,6.56,3.96
1.13,Premium,G,I1,61.2,58,3746,6.77,6.66,4.11
0.79,Ideal,I,VS2,60.9,56,3710,5.97,5.99,3.64
1.0,Fair,F,VS2,66.7,57,4732,6.11,6.04,4.05
0.32,Ideal,H,VS1,61.8,55,561,4.41,4.42,2.73
1.03,Fair,I,VS1,57.6,58,4328,6.67,6.58,3.81
0.9,Good,G,SI1,64.2,58,3250,6.04,6.01,3.87
1.03,Ideal,G,SI1,61.1,57,5241,6.58,6.54,4.01
0.9,Very Good,F,VS2,61.2,59,4186,6.2,6.26,3.81
0.74,Ideal,F,VVS1,60.8,60,4127,5.82,5.86,3.55
1.06,Very Good,H,SI1,62.6,58,5020,6.4,6.51,4.04
0.9,Premium,I,VS1,62.9,60,3484,6.09,6.05,3.82
1.0,Very Good,E,SI2,63.3,55,4390,6.29,6.25,3.97
1.02,Premium,H,SI2,59.8,59,4207,6.5,6.54,3.9
0.91,Good,D,SI1,64.0,58,3730,6.09,6.06,3.89
1.21,Good,I,VS2,64.1,61,5028,6.7,6.66,4.28
1.01,Premium,J,VVS2,62.7,59,3897,6.46,6.39,4.03
1.0,Very Good,E,SI2,63.2,56,4532,6.33,6.36,4.01
0.71,Ideal,D,SI1,61.8,56,3502,5.72,5.76,3.54
0.9,Very Good,D,SI1,62.4,61,4693,6.13,6.17,3.84
0.7,Very Good,D,VS2,61.2,60,3131,5.73,5.77,3.52
0.71,Ideal,F,VS1,62.3,55,3281,5.74,5.76,3.58
0.33,Premium,H,VS1,61.9,58,579,4.43,4.45,2.75
1.09,Ideal,H,SI1,62.4,55,4871,6.68,6.59,4.14
0.71,Premium,D,VS2,61.2,59,2824,5.74,5.69,3.5
0.91,Very Good,H,VS1,59.4,63,4670,6.32,6.28,3.74
0.9,Very Good,G,SI1,63.3,56,3752,6.08,6.11,3.86
1.17,Very Good,J,I1,60.2,61,2774,6.83,6.9,4.13
0.8,Ideal,I,VS1,62.6,54,2842,5.92,5.96,3.72
1.03,Ideal,J,SI1,62.1,55,4221,6.46,6.51,4.03
0.9,Very Good,H,VS2,63.7,61,4129,6.04,6.07,3.86
0.68,Very Good,F,VS1,59.7,57,2922,5.79,5.76,3.45
1.03,Premium,I,VS1,60.4,59,5012,6.51,6.57,3.95
0.32,Good,D,SI1,63.1,57,589,4.37,4.38,2.76
1.01,Good,D,SI2,63.6,56,4805,6.38,6.33,4.04
0.7,Very Good,E,VS1,61.1,55,3061,5.72,5.77,3.51
1.1,Premium,H,SI1,62.1,58,4354,6.61,6.59,4.1
0.33,Good,E,SI1,63.8,55,579,4.36,4.38,2.79
0.9,Very Good,I,VS1,62.6,58,3447,6.14,6.17,3.85
0.9,Good,E,VS1,62.2,60,5068,6.12,6.16,3.82
1.12,Premium,G,SI2,61.2,58,4158,6.69,6.67,4.09
1.0,Fair,H,SI2,65.1,58,3640,6.27,6.15,4.05
0.99,Premium,F,SI2,60.6,61,4075,6.45,6.38,3.89
0.39,Good,J,VS2,63.3,56,581,4.6,4.63,2.92
0.52,Ideal,F,VVS1,61.2,56,2867,5.21,5.19,3.18
0.71,Ideal,G,VS1,62.3,54,3195,5.68,5.72,3.55
1.01,Very Good,D,SI2,58.3,59,4588,6.63,6.67,3.88
1.17,Good,G,SI2,63.6,62,4010,6.65,6.55,4.2
1.04,Good,H,SI2,57.9,58,4193,6.72,6.68,3.88
1.1,Very Good,I,SI2,60.5,59,4202,6.65,6.71,4.04
1.01,Good,E,SI1,56.9,61,4928,6.65,6.6,3.77
0.9,Good,F,SI1,64.2,56,4232,6.02,6.1,3.89
1.28,Ideal,J,SI1,61.2,57,4967,7.02,6.96,4.28
0.28,Ideal,G,VVS2,61.4,56,553,4.19,4.22,2.58
1.0,Fair,H,VVS2,65.1,57,4312,6.27,6.23,4.07
1.01,Premium,H,SI2,59.4,59,3999,6.53,6.56,3.89
0.34,Premium,H,VS1,61.4,59,596,4.5,4.53,2.77
1.52,Good,E,I1,57.3,58,3105,7.53,7.42,4.28
1.01,Good,H,SI1,63.4,58,4116,6.37,6.41,4.05
0.74,Premium,F,VS2,61.9,56,2805,5.8,5.77,3.58
0.97,Very Good,H,SI1,62.8,55,4404,6.25,6.3,3.94
0.9,Fair,D,SI1,64.5,61,3689,6.05,6.01,3.89
0.91,Ideal,E,VS2,62.1,55,4077,6.17,6.14,3.82
0.93,Premium,E,SI1,62.8,56,4739,6.26,6.2,3.91
0.34,Very Good,H,VS1,61.3,56,596,4.48,4.53,2.76
0.9,Ideal,D,VS2,61.5,56,4128,6.25,6.2,3.83
0.79,Very Good,D,VS1,58.8,60,3798,6.03,6.08,3.56
0.77,Ideal,F,VS1,61.2,56,3647,5.9,5.93,3.62
0.9,Premium,H,SI2,59.2,60,3326,6.3,6.24,3.71
1.15,Very Good,H,SI1,60.9,57,5047,6.72,6.8,4.12
0.83,Ideal,G,SI1,61.8,57,2800,6.03,6.07,3.74
1.01,Good,J,SI2,59.5,62,3756,6.42,6.46,3.83
1.06,Premium,H,SI2,62.6,58,4031,6.52,6.46,4.06
1.01,Premium,F,SI1,62.9,58,5090,6.43,6.35,4.02
1.21,Ideal,J,SI1,60.4,54,5232,6.86,6.89,4.15
1.04,Very Good,I,SI2,59.6,57,3603,6.6,6.62,3.94
1.04,Fair,D,SI2,64.9,56,4398,6.39,6.34,4.13
0.71,Ideal,G,VVS2,61.5,57,3909,5.74,5.78,3.54
1.18,Very Good,J,SI2,62.2,58,4353,6.74,6.79,4.21
1.03,Ideal,G,SI1,61.7,56,5241,6.5,6.47,4.0
0.96,Fair,I,VS2,56.1,60,3215,6.62,6.58,3.7
0.96,Good,G,SI1,57.6,59,4234,6.53,6.56,3.77
0.7,Very Good,F,VVS1,63.3,56,3252,5.7,5.64,3.59
0.9,Premium,E,SI2,59.2,60,3701,6.31,6.23,3.71
1.06,Premium,G,SI1,59.6,58,4903,6.73,6.67,3.99
1.07,Very Good,H,VS2,61.5,57,5254,6.57,6.63,4.06
